Date,Campaign,Campaign_id,Ad_group,channels,Business_Contact,Region,Spend,Sales,Visits,Clicks,Impressions
2024-04-01,Weight Management,15543636,Img_Nutrition_&_Fitness_Tips,Print,B2B,South,18611.374,92729.8803,317,322,16.5
2024-06-23,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,East,28289.4226,75025.0616,322,331,17.7
2024-01-02,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,North,62926.3593,86376.9412,1842,1957,76.5
2024-12-23,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,North,51632.2193,72989.506,2346,2467,94.0
2024-01-09,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,West,16533.5861,5518.2158,297,301,12.6
2024-05-25,Spiritual Wellness,15543672,Img_Find_Your_Purpose_Webinar,Digital,B2B,North,90800.4909,136246.0099,2486,2711,90.0
2024-01-01,Mental Wellness,15543645,Vc_Calm_Mind_Happy_Life,Social,B2C,North,49879.7806,44530.5329,1677,1760,67.5
2024-08-20,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,North,79393.1521,112144.9366,122,131,3.4
2024-01-29,Physical Wellness,15543678,Img_Healthy_Habits_Guide,Print,B2C,North,33135.7739,94440.3395,329,339,13.8
2024-08-06,Weight Management,15543636,Audio_Balanced_Lifestyle,Radio,B2B,North,95760.184,142821.9234,527,577,20.0
2024-02-28,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,East,75234.1005,45052.0983,507,545,22.4
2024-06-12,Physical Wellness,15543678,Audio_Power_Up_Your_Health,Radio,B2C,West,45505.2364,122433.707,434,453,21.2
2024-02-08,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,North,90239.054,43720.7268,505,550,18.4
2024-09-08,Weight Management,15543636,Audio_Balanced_Lifestyle,Radio,B2B,North,71774.9014,61410.0929,482,516,16.8
2024-03-09,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,North,43109.7666,85883.8471,451,470,16.0
2024-08-09,Social Wellness,15543612,Audio_Social_Harmony_Talks,Radio,B2C,East,97416.3482,23173.736,481,527,19.2
2024-05-25,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,East,29924.4795,30707.1973,316,325,14.7
2024-08-16,Physical Wellness,15543678,Audio_Power_Up_Your_Health,Radio,B2C,West,25731.4181,82209.7339,417,427,16.0
2024-12-26,Physical Wellness,15543678,Audio_Power_Up_Your_Health,Radio,B2C,North,89476.1551,141034.1969,488,531,17.6
2024-11-10,Social Wellness,15543612,Vc_Friendship_Matters,Social,B2C,West,70766.4469,99244.8354,1812,1940,73.5
2024-07-17,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,South,34616.4303,101170.8841,328,339,17.7
2024-02-21,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,East,23257.0592,4292.035,1646,1684,84.0
2024-05-13,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,North,17886.0261,62909.0213,1987,2022,64.0
2024-04-25,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,East,31418.2874,105778.7274,454,468,19.6
2024-08-13,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,West,12641.4443,72586.714,105,106,5.2
2024-06-09,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,South,14620.2798,72625.982,435,441,26.0
2024-09-08,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,North,77684.7678,28301.2379,497,535,18.0
2024-05-04,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,East,6469.6453,88914.0907,1519,1528,72.0
2024-12-30,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,South,43984.8992,105545.4652,2250,2348,106.0
2024-07-14,Physical Wellness,15543678,Vc_Move_More_Live_More,Social,B2C,West,40559.3837,73899.0044,1603,1668,61.5
2024-06-19,Physical Wellness,15543678,Img_Healthy_Habits_Guide,Print,B2C,West,96023.0848,63229.2858,405,443,17.4
2024-05-26,Physical Wellness,15543678,Img_Boost_Your_Body_Challenge,Digital,B2C,East,46607.6132,101657.7236,2275,2381,110.0
2024-09-22,Social Wellness,15543612,Img_Building_Connections_Hub,Digital,B2C,East,16169.451,50316.7565,2097,2130,110.0
2024-11-14,Social Wellness,15543612,Img_Building_Connections_Hub,Digital,B2C,North,8931.6289,85953.6387,2020,2038,96.0
2024-06-18,Mental Wellness,15543645,Vc_Calm_Mind_Happy_Life,Social,B2C,West,73270.6168,66326.9914,1721,1847,93.0
2024-12-01,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,North,14858.8709,62332.0791,437,443,18.4
2024-10-19,Social Wellness,15543612,Audio_Social_Harmony_Talks,Radio,B2C,East,93804.5125,109923.1409,481,526,19.6
2024-03-09,Physical Wellness,15543678,Audio_Power_Up_Your_Health,Radio,B2C,South,55965.4116,34008.6643,471,497,20.4
2024-12-24,Social Wellness,15543612,Audio_Social_Harmony_Talks,Radio,B2C,North,40229.489,29740.2164,437,454,20.4
2024-12-28,Physical Wellness,15543678,Audio_Power_Up_Your_Health,Radio,B2C,West,68464.8342,89690.5365,474,506,21.2
2024-12-25,Environmental Wellness,15543690,Img_Green_Lifestyle_Magazine,Print,B2C,East,19972.9148,104922.6112,320,326,16.8
2024-05-06,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,East,38287.526,53208.1666,109,113,4.2
2024-05-28,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,North,87780.0488,74631.2836,128,139,4.8
2024-03-23,Physical Wellness,15543678,Img_Healthy_Habits_Guide,Print,B2C,East,42583.1816,118132.8297,324,337,17.4
2024-09-28,Social Wellness,15543612,Audio_Social_Harmony_Talks,Radio,B2C,North,75906.6367,109294.2639,495,532,23.2
2024-08-13,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,East,91693.7946,125384.2824,376,410,18.9
2024-07-28,Physical Wellness,15543678,Img_Healthy_Habits_Guide,Print,B2C,West,65314.0346,90196.746,333,354,13.2
2024-05-22,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,South,37637.0954,103208.6521,112,116,5.3
2024-04-09,Physical Wellness,15543678,Img_Boost_Your_Body_Challenge,Digital,B2C,North,61990.8955,77707.2175,2424,2574,116.0
2024-03-22,Environmental Wellness,15543690,Vc_Sustainable_Life_Hacks,Social,B2C,West,36097.0717,67024.3498,1723,1785,90.0
2024-11-13,Mental Wellness,15543645,Vc_Calm_Mind_Happy_Life,Social,B2C,West,56774.6659,112189.6994,1746,1845,73.5
2024-03-25,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,North,43273.3158,1952.4027,2345,2446,72.0
2024-03-20,Physical Wellness,15543678,Audio_Power_Up_Your_Health,Radio,B2C,West,15071.8553,51541.9835,415,421,18.4
2024-11-15,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,East,78032.1046,120972.3026,380,409,14.4
2024-04-09,Social Wellness,15543612,Audio_Social_Harmony_Talks,Radio,B2C,North,49692.2637,24588.8674,489,513,21.6
2024-06-26,Environmental Wellness,15543690,Img_Green_Lifestyle_Magazine,Print,B2C,South,19095.2512,104952.2464,316,322,17.1
2024-05-08,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,East,89193.7844,107126.2194,1956,2130,76.5
2024-07-02,Spiritual Wellness,15543672,Img_Find_Your_Purpose_Webinar,Digital,B2B,West,85336.5505,108807.3955,2401,2605,142.0
2024-11-02,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,West,55926.7324,85199.379,119,125,5.6
2024-04-21,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,South,97034.8358,66539.8034,130,142,5.1
2024-01-01,Social Wellness,15543612,Img_Building_Connections_Hub,Digital,B2C,South,92724.3097,67545.4711,2627,2870,118.0
2024-12-24,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,West,89710.8832,121572.6834,1875,2043,81.0
2024-06-07,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,South,13415.8484,14939.1312,304,308,18.3
2024-03-24,Social Wellness,15543612,Vc_Stronger_Together,TV,B2C,South,29533.4935,59970.8337,109,112,5.5
2024-03-19,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,West,41078.0025,37443.8872,1629,1695,76.5
2024-08-30,Spiritual Wellness,15543672,Img_Find_Your_Purpose_Webinar,Digital,B2B,East,83207.7362,139385.2317,2619,2836,156.0
2024-04-15,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,North,87136.4526,673.2336,504,547,23.6
2024-08-10,Environmental Wellness,15543690,Vc_Sustainable_Life_Hacks,Social,B2C,West,75173.3711,8889.5674,1786,1920,75.0
2024-07-06,Physical Wellness,15543678,Vc_Move_More_Live_More,Social,B2C,South,47292.689,119618.0058,1740,1822,72.0
2024-02-07,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,South,16273.925,58853.3207,433,440,17.6
2024-09-13,Physical Wellness,15543678,Vc_Move_More_Live_More,Social,B2C,East,3616.0998,14191.6939,1526,1531,69.0
2024-10-20,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,West,69960.3053,60631.9576,118,126,5.1
2024-02-13,Social Wellness,15543612,Vc_Stronger_Together,TV,B2C,West,99415.9922,48405.8178,128,140,4.7
2024-12-23,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,South,34612.6647,106900.9018,108,111,5.1
2024-03-12,Social Wellness,15543612,Vc_Friendship_Matters,Social,B2C,West,56916.3171,88365.3053,1793,1895,66.0
2024-07-31,Environmental Wellness,15543690,Vc_Sustainable_Life_Hacks,Social,B2C,South,81077.1285,18465.1285,1879,2031,84.0
2024-10-19,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,South,18729.5118,58718.9406,1695,1726,66.0
2024-08-15,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,South,82972.7452,19146.7441,2567,2779,94.0
2024-06-17,Social Wellness,15543612,Audio_Social_Harmony_Talks,Radio,B2C,North,62571.7768,87379.3456,519,551,20.4
2024-05-29,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,South,57027.8461,93493.8864,1739,1838,66.0
2024-01-18,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,East,76251.9401,77709.3823,493,530,17.2
2024-06-19,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,West,24170.7593,108273.3396,328,335,12.9
2024-09-18,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,North,61516.5624,123486.8284,120,127,5.1
2024-01-19,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,West,24113.5877,23163.2267,2127,2178,112.0
2024-06-26,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,East,18035.5873,144.8908,429,436,16.8
2024-10-13,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,North,62373.1283,86987.9831,117,124,4.5
2024-11-03,Weight Management,15543636,Img_Healthy_Eating_Plan,Digital,B2B,West,27001.182,54045.1129,2069,2124,96.0
2024-11-06,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,North,71466.4794,45514.5946,120,128,5.1
2024-04-15,Physical Wellness,15543678,Vc_Move_More_Live_More,Social,B2C,South,51497.0954,115308.0062,1832,1926,87.0
2024-10-13,Environmental Wellness,15543690,Vc_Sustainable_Life_Hacks,Social,B2C,South,69525.8809,131869.4803,1751,1872,75.0
2024-07-07,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,West,89172.7232,134558.8191,125,136,5.1
2024-09-03,Social Wellness,15543612,Img_Building_Connections_Hub,Digital,B2C,East,13910.7798,53552.0357,2106,2135,106.0
2024-08-28,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,North,6767.1909,72746.2087,98,98,5.4
2024-05-15,Physical Wellness,15543678,Img_Healthy_Habits_Guide,Print,B2C,North,40051.6998,20692.7012,340,353,18.0
2024-02-28,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,West,71699.0964,129180.1145,2593,2778,88.0
2024-06-19,Weight Management,15543636,Img_Healthy_Eating_Plan,Digital,B2B,South,88626.5334,41041.6846,2460,2678,104.0
2024-11-07,Physical Wellness,15543678,Vc_Get_Fit_Stay_Strong,TV,B2C,North,3575.961,19700.7178,109,109,6.0
2024-06-03,Spiritual Wellness,15543672,Audio_Soulful_Reflections,Radio,B2B,South,79316.5198,8532.8973,506,546,26.8
2024-08-24,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,South,7634.1707,57184.6254,95,95,4.8
2024-11-18,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,East,58099.51,122405.6705,459,485,25.6
2024-06-02,Physical Wellness,15543678,Img_Boost_Your_Body_Challenge,Digital,B2C,South,34475.8758,15997.4288,2237,2314,92.0
2024-02-13,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,South,1863.6536,12284.3593,1473,1475,69.0
2024-04-19,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,North,9799.6351,28671.7463,1500,1514,64.5
2024-04-04,Social Wellness,15543612,Vc_Stronger_Together,TV,B2C,East,35437.2488,78368.6431,111,114,5.1
2024-12-29,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,East,95379.9658,80973.3508,531,581,17.6
2024-04-17,Physical Wellness,15543678,Vc_Get_Fit_Stay_Strong,TV,B2C,West,15567.7236,10466.972,101,102,5.4
2024-05-11,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,West,27270.5083,50324.2747,323,331,18.9
2024-02-18,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,West,99413.8942,10159.915,121,133,5.0
2024-03-06,Social Wellness,15543612,Vc_Stronger_Together,TV,B2C,East,48113.9858,105702.9562,110,115,6.5
2024-11-08,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,East,61632.353,61722.6059,123,130,6.4
2024-06-12,Physical Wellness,15543678,Audio_Power_Up_Your_Health,Radio,B2C,South,43659.6235,62249.3222,460,480,19.6
2024-03-07,Weight Management,15543636,Audio_Balanced_Lifestyle,Radio,B2B,West,85844.9818,75834.1228,488,529,16.8
2024-04-24,Spiritual Wellness,15543672,Audio_Soulful_Reflections,Radio,B2B,West,897.1164,61227.9927,402,402,18.8
2024-06-25,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,South,99677.9832,105169.1171,377,414,14.4
2024-02-09,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,South,6724.6129,553.3655,302,304,15.0
2024-10-15,Social Wellness,15543612,Vc_Stronger_Together,TV,B2C,West,53758.6563,4045.3511,116,122,4.3
2024-07-06,Spiritual Wellness,15543672,Audio_Soulful_Reflections,Radio,B2B,South,69770.259,82541.5852,472,504,17.6
2024-02-25,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,East,55028.0371,23329.9523,350,369,12.6
2024-05-11,Social Wellness,15543612,Vc_Friendship_Matters,Social,B2C,West,30147.2985,95742.8031,1602,1650,70.5
2024-02-12,Social Wellness,15543612,Vc_Stronger_Together,TV,B2C,East,85557.7336,89648.5856,129,140,5.4
2024-07-31,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,West,43099.2608,119169.7285,2211,2306,118.0
2024-03-16,Physical Wellness,15543678,Audio_Power_Up_Your_Health,Radio,B2C,North,30140.0641,83802.7756,455,468,21.6
2024-04-10,Social Wellness,15543612,Vc_Stronger_Together,TV,B2C,East,76856.5367,12683.3099,120,129,3.7
2024-12-13,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,North,14671.0012,18440.7721,107,108,5.3
2024-01-30,Spiritual Wellness,15543672,Img_Find_Your_Purpose_Webinar,Digital,B2B,West,20580.404,5239.0436,2051,2093,112.0
2024-05-11,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,East,25351.6996,83541.7837,1691,1733,76.5
2024-03-13,Weight Management,15543636,Img_Nutrition_&_Fitness_Tips,Print,B2B,East,43544.6097,15549.8925,340,354,13.5
2024-03-31,Environmental Wellness,15543690,Img_Green_Lifestyle_Magazine,Print,B2C,East,2131.5971,67118.1734,306,306,17.7
2024-08-08,Social Wellness,15543612,Img_Building_Connections_Hub,Digital,B2C,South,99178.3876,83148.0085,2597,2854,80.0
2024-06-29,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,East,60055.0802,82393.8158,2339,2479,94.0
2024-09-29,Weight Management,15543636,Img_Nutrition_&_Fitness_Tips,Print,B2B,East,97074.8721,75629.5034,399,437,14.7
2024-04-15,Mental Wellness,15543645,Vc_Calm_Mind_Happy_Life,Social,B2C,North,80764.5812,1967.5536,1809,1955,100.5
2024-07-29,Physical Wellness,15543678,Vc_Move_More_Live_More,Social,B2C,East,13517.5686,27112.9795,1632,1654,60.0
2024-03-25,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,South,20985.8987,97796.962,104,106,4.3
2024-06-28,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,East,3541.4829,94579.5496,1968,1974,120.0
2024-04-14,Social Wellness,15543612,Img_Building_Connections_Hub,Digital,B2C,North,83395.6687,13902.3399,2590,2805,122.0
2024-09-03,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,East,59386.4156,123555.6155,2495,2643,94.0
2024-03-15,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,North,97011.4715,137016.5919,392,430,13.8
2024-03-14,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,West,73700.2236,54981.2806,371,398,15.3
2024-01-29,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,East,70581.3307,13886.68,1895,2028,75.0
2024-04-06,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,West,26772.6902,34373.1624,323,331,12.6
2024-04-23,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,North,31406.0257,79834.1342,110,113,5.5
2024-08-21,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,North,66831.0863,106122.2288,341,363,13.8
2024-02-25,Mental Wellness,15543645,Vc_Calm_Mind_Happy_Life,Social,B2C,West,59395.8097,6623.9522,1882,1993,70.5
2024-10-04,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,South,64763.626,64531.4632,2393,2547,108.0
2024-10-20,Social Wellness,15543612,Vc_Stronger_Together,TV,B2C,South,87894.3959,9400.0882,123,133,6.5
2024-10-04,Environmental Wellness,15543690,Vc_Sustainable_Life_Hacks,Social,B2C,North,16124.0522,93338.5416,1594,1619,61.5
2024-05-04,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,South,11721.7084,50481.0701,402,406,20.0
2024-09-13,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,South,56506.8526,117339.9581,2385,2519,104.0
2024-08-22,Spiritual Wellness,15543672,Img_Spiritual_Awakening_Booklet,Print,B2B,North,50065.5586,9940.1352,360,378,13.5
2024-10-07,Environmental Wellness,15543690,Vc_Sustainable_Life_Hacks,Social,B2C,East,40346.7017,39794.1451,1732,1801,70.5
2024-05-09,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,East,90480.8045,98307.6939,515,561,23.2
2024-09-11,Environmental Wellness,15543690,Vc_Sustainable_Life_Hacks,Social,B2C,East,55882.1876,37652.1037,1690,1784,66.0
2024-04-30,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,South,56768.4122,108063.1665,347,366,13.2
2024-08-02,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,West,36706.2888,116796.4295,1598,1656,66.0
2024-07-23,Social Wellness,15543612,Audio_Social_Harmony_Talks,Radio,B2C,South,34472.7764,33053.4373,458,473,18.8
2024-04-08,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,East,98761.6841,54033.5582,2033,2233,88.5
2024-10-15,Social Wellness,15543612,Vc_Stronger_Together,TV,B2C,North,62344.9694,126893.4014,114,121,5.3
2024-06-17,Weight Management,15543636,Vc_Smart_Weight_Loss,TV,B2B,North,82529.0561,50672.0164,115,124,5.7
2024-07-09,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,North,44801.0695,68107.394,328,342,15.0
2024-05-11,Spiritual Wellness,15543672,Audio_Soulful_Reflections,Radio,B2B,South,19266.2451,84359.6646,406,413,25.6
2024-11-19,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,West,32551.6152,51034.1972,444,458,21.6
2024-02-27,Weight Management,15543636,Audio_Balanced_Lifestyle,Radio,B2B,East,34678.114,43795.083,451,466,20.4
2024-03-01,Weight Management,15543636,Audio_Balanced_Lifestyle,Radio,B2B,North,56534.7612,63632.5186,440,464,20.4
2024-11-13,Mental Wellness,15543645,Audio_Peaceful_Mindset,Radio,B2C,East,15546.1068,84034.9998,401,407,15.6
2024-05-29,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,East,38763.1103,37348.5333,2310,2399,84.0
2024-02-14,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,South,10147.6598,36928.9004,1522,1537,61.5
2024-03-24,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,North,49703.3858,23715.5996,443,465,21.6
2024-09-15,Physical Wellness,15543678,Vc_Get_Fit_Stay_Strong,TV,B2C,South,94747.7002,103444.0461,122,133,4.7
2024-08-19,Environmental Wellness,15543690,Vc_Sustainable_Life_Hacks,Social,B2C,East,33959.4741,105229.2416,1652,1708,79.5
2024-11-27,Environmental Wellness,15543690,Img_Green_Lifestyle_Magazine,Print,B2C,East,5066.2738,19127.9854,287,288,12.0
2024-09-20,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,East,60915.176,4638.4127,357,378,14.1
2024-11-20,Physical Wellness,15543678,Audio_Power_Up_Your_Health,Radio,B2C,North,63509.494,50315.7396,486,516,22.4
2024-06-17,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,North,48009.0139,50934.1829,2322,2433,98.0
2024-10-13,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,North,39746.2729,77464.1381,2247,2336,88.0
2024-03-02,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,East,89277.1936,12512.0208,1880,2047,66.0
2024-11-24,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,East,93849.8746,120724.8281,2583,2825,106.0
2024-01-11,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,West,67348.8421,76784.3012,367,391,16.2
2024-10-20,Environmental Wellness,15543690,Audio_Nature_First,Radio,B2C,North,50172.375,68350.2135,442,464,19.6
2024-09-01,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,East,30173.7115,42110.539,318,327,16.8
2024-10-28,Social Wellness,15543612,Img_Community_Well-Being_Guide,Print,B2C,West,28580.6653,6442.7544,328,337,14.4
2024-08-14,Environmental Wellness,15543690,Vc_Sustainable_Life_Hacks,Social,B2C,West,5918.4254,77631.3517,1465,1473,85.5
2024-06-24,Social Wellness,15543612,Img_Building_Connections_Hub,Digital,B2C,East,84351.9734,86035.2146,2616,2836,110.0
2024-12-20,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,North,86718.0559,139983.2209,126,136,4.9
2024-09-01,Physical Wellness,15543678,Vc_Get_Fit_Stay_Strong,TV,B2C,South,91245.8513,51580.836,126,137,5.0
2024-02-22,Environmental Wellness,15543690,Img_Eco-Friendly_Living_Tips,Digital,B2C,South,74206.7501,91390.0211,2533,2720,88.0
2024-03-19,Spiritual Wellness,15543672,Audio_Soulful_Reflections,Radio,B2B,South,71080.3456,124646.2333,497,532,20.8
2024-05-16,Weight Management,15543636,Img_Healthy_Eating_Plan,Digital,B2B,North,47834.8683,88225.3975,2344,2456,98.0
2024-05-05,Spiritual Wellness,15543672,Audio_Soulful_Reflections,Radio,B2B,East,85754.054,5896.5655,524,568,20.4
2024-07-06,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,South,51062.4431,79411.6239,109,114,3.7
2024-06-16,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,South,3061.1468,55420.0191,1504,1508,72.0
2024-07-24,Mental Wellness,15543645,Img_Mental_Clarity_Journal,Print,B2C,North,58532.546,64609.0962,352,372,13.8
2024-09-25,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,East,39106.7134,66171.6978,114,118,4.3
2024-01-17,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,East,52177.6651,58140.224,122,128,5.7
2024-01-15,Environmental Wellness,15543690,Vc_Go_Green_Live_Clean,TV,B2C,North,44126.539,84484.9202,117,122,4.9
2024-11-21,Physical Wellness,15543678,Img_Healthy_Habits_Guide,Print,B2C,South,49730.1396,1985.1036,339,355,18.0
2024-04-04,Spiritual Wellness,15543672,Audio_Soulful_Reflections,Radio,B2B,East,10946.4154,19973.5829,411,415,22.8
2024-09-15,Environmental Wellness,15543690,Vc_Sustainable_Life_Hacks,Social,B2C,East,1551.8669,36886.0317,1511,1513,72.0
2024-12-10,Social Wellness,15543612,Vc_Friendship_Matters,Social,B2C,South,34084.7215,53045.3071,1655,1711,63.0
2024-09-27,Mental Wellness,15543645,Vc_Calm_Mind_Happy_Life,Social,B2C,North,25528.4336,14812.2409,1671,1713,70.5
2024-03-09,Weight Management,15543636,Audio_Balanced_Lifestyle,Radio,B2B,South,25080.7657,92319.7831,421,431,19.6
2024-01-19,Weight Management,15543636,Img_Healthy_Eating_Plan,Digital,B2B,West,93715.8129,136498.8405,2585,2827,96.0
2024-04-21,Physical Wellness,15543678,Img_Boost_Your_Body_Challenge,Digital,B2C,East,81916.6053,105925.1285,2389,2584,106.0
2024-12-13,Weight Management,15543636,Vc_Weight_Goals_Tracker,Social,B2B,North,1435.7491,93555.749,1532,1534,60.0
2024-06-22,Mental Wellness,15543645,Vc_Mind_Matters,TV,B2C,South,971.0491,74708.792,97,97,6.4
2024-11-21,Spiritual Wellness,15543672,Vc_Inner_Peace_Journey,TV,B2B,South,77712.3025,61320.9541,119,128,4.3
2024-07-21,Weight Management,15543636,Img_Nutrition_&_Fitness_Tips,Print,B2B,North,98487.572,58763.2245,402,441,18.0
2024-10-08,Weight Management,15543636,Img_Healthy_Eating_Plan,Digital,B2B,East,46574.1153,20617.6624,2361,2470,106.0
2024-07-14,Social Wellness,15543612,Vc_Stronger_Together,TV,B2C,North,43369.6635,10630.4592,111,115,5.4
2024-10-31,Spiritual Wellness,15543672,Vc_Daily_Mindfulness_Quotes,Social,B2B,West,27654.8701,25087.4146,1603,1647,81.0
2024-04-15,Environmental Wellness,15543690,Img_Green_Lifestyle_Magazine,Print,B2C,North,66696.7107,71021.8136,349,372,12.9
2024-06-27,Mental Wellness,15543645,Img_Stress-Free_Living_Course,Digital,B2C,West,47217.7762,16787.5955,2312,2421,98.0
2024-03-29,Weight Management,15543636,Img_Nutrition_&_Fitness_Tips,Print,B2B,East,16835.119,103128.1251,313,318,17.7
